Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Volpe Capital,https://www.volpecapital.com,"São Paulo, Brazil","Brazil,Colombia,Mexico,Argentina,Peru,Uruguay,Paraguay","4. Scaling,3. Early Revenue,5. Growth,6. Pre-IPO",We invest in technology companies based in Latin America,VC,,
Volpe Ventures,http://www.volpeventures.com,"London, GB","UK,USA,Spain,Italy,France,Chile,Colombia,Peru,Argentina,Portugal","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in underrepresented founders and founding teams building companies with passion,VC,$10000,$100000
Volta Ventures,https://www.volta.ventures/,"Gebroeders Vandeveldestraat 68, 9000 Gent","Belgium,Netherlands,Luxembourg","2. Prototype,3. Early Revenue,4. Scaling","We invest in Benelux-based B2B SaaS. No minimum revenue, just a great team with ambitions in a large market",VC,$350000,$2300000
Voltage Ventures,http://voltage.vc/,,,,,VC,,
Volvo Cars Tech Fund,https://group.volvocars.com/company/innovation/volvo-cars-tech-fund,"Mountain View, California, United States",USA,,,Corporate VC,,
Volvo Group Venture Capital,http://www.volvogroup.com/venturecapital,"Gothenburg, Vastra Gotaland, Sweden","USA,Israel,Canada,Sweden","3. Early Revenue,4. Scaling",,Corporate VC,,
Voyage Ventures,https://voyage-ventures.com/en/,,Japan,,,Corporate VC,,
Voyager Capital,https://www.voyagercapital.com/,"Seattle, Washington, United States",USA,,,Other,,
VPCP VantagePoint Capital Partners,https://vpcp.com/,"San Bruno, California, United States",USA,3. Early Revenue,,VC,,
VPG Asia,http://www.vpg.asia/,,Hong Kong,,,VC,,
VR Ventures,https://www.vr-ventures.vc/,,UK,,,VC,,
VTF Capital,https://vtfcapital.com/,,USA,,,Other,,
VTT Ventures,http://www.vttventures.fi/,Finland,Finland,3. Early Revenue,,Corporate VC,,
VU Venture Partners,https://www.vuventurepartners.com/,"500 Washington St, 340, San Francisco, California 94111, US","Ghana,Kenya,Nigeria,South Africa,Brazil,Canada,Colombia,Mexico,USA,China,India,Japan,Malaysia,Philippines,Singapore,South Korea,France,Germany,Italy,Portugal,Russia,Spain,Sweden,Switzerland,UK,Israel","3. Early Revenue,4. Scaling,5. Growth","We invest in  7 vertical teams, including Consumer & Enterprise (two generalist teams) and five more vertical focused teams each with their industry expertise: FinTech (Financial Services, Crypto, & NFTs), Frontier (AI, Robotics, Advanced Materials, & SpaceTech), Healthcare (HealthTech, Medical Devices",VC,$100000,$1000000
Vulcan Capital,https://capital.vulcan.com/Approach.aspx,"505 5th Ave S, Seattle, Washington 98104, USA","Canada,Israel,USA","3. Early Revenue,4. Scaling","Vulcan Capital has no defined limits on size or structure, but generally targets direct equity investments of $10 million to $100 million, as well as select smaller venture investments",Family office,$10000000,$100000000
Vulcano,https://www.vulcano.vc/,,Chile,,,Other,,
VVNP VisVires New Protein,http://visviresnewprotein.com/,Singapore,"USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,$1000000,
W Ventures,https://wventures.jp/,,Japan,,,VC,,
W&W Brandpool,https://www.ww-brandpool.com,"Gutenbergstraße 30, Stuttgart, Baden-Württemberg 70176, DE","Germany,Switzerland,Austria","4. Scaling,5. Growth","We invest in B2C and B2B2C startups covering the topic of precaution, such as Fintech, Mobility, Proptech, Edtech, Healthtech and all models targeting families.",Corporate VC,$1000000,$20000000
W23 by Woolworths,https://www.w23.vc/,Australia,Australia,,,Corporate VC,$500000,
Wadhawan Global Capital,http://www.wgcworld.com/,"Mumbai, Maharashtra, India",India,,,Corporate VC,,
Wadi Ventures,http://www.wadiventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Wakestream Ventures,http://www.wakestreamventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,
WakeUp Capital,https://www.wakeupcapital.com/,,,,,Other,,
Walden International,http://www.waldenintl.com/,"San Francisco, California, United States",USA,,,Other,,
Walden Venture Capital,http://www.waldenvc.com/,"San Francisco, California, United States",USA,,,Other,,
Walerud Ventures,https://www.walerud.com/,Sweden,Sweden,"2. Prototype,3. Early Revenue",,VC,$100000,
Walnut Venture Associates,http://www.walnutventures.com/,,,,,Angel network,,
Walvis,https://www.walvis.com/team/,,Netherlands,"4. Scaling,5. Growth",,Other,,
Wanaka Capital Partners,http://www.wanakacapital.com/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Warburg Pincus,https://www.warburgpincus.com/,USA,"USA,Israel,Canada","3. Early Revenue,4. Scaling",,VC,,
Wasabi Ventures,https://www.wasabivp.com/,,USA,,,Other,,
Wasatch Global Investors,https://wasatchglobal.com/,,USA,,,Other,,
WaterEquity,https://waterequity.org/,,,,,VC,,
Watermark Venture Capital,https://www.watermarkvc.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Watershed Growth Ventures,http://watershedgrowthventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Wave Ventures,https://www.wave.ventures/,"Fredrikinkatu 42, Helsinki, 00100, FI","Finland,Sweden,Denmark,Norway,Estonia,Lithuania,Latvia","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in startups solving millennial problems and startups emerging from the university ecosystem.,VC,$50000,$50000
Wealthing VC Club,https://wealthing.vc/,,,"2. Prototype,3. Early Revenue",,VC,,
Weatherford Capital,https://www.weatherfordcapital.com/,"Tampa, Florida, United States",USA,,,Family office,,
Webb Investment Network,http://www.winfunding.com,"San Francisco, California, United States",USA,,,Family office,,
Weekend Fund,https://weekend.fund/,,,,,VC,,
WeKiX,http://www.Wekix.com,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Wellborn Ventures,http://www.wellbornvc.com/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Wellcome,https://wellcome.ac.uk/news/directors-update-taking-risks-bold-ideas,UK,"Israel,USA,Canada,UK","3. Early Revenue,4. Scaling",,VC,,
Wellington Management,https://www.wellington.com/en/,"Boston, Massachusetts, United States","USA,Israel,Canada",4. Scaling,,VC,,
Wellington Partners,https://www.wellington-partners.com/welcome/,Germany,"UK,Germany","3. Early Revenue,4. Scaling",,VC,,
Wells Fargo Strategic Capital,https://www.wellsfargo.com/com/financing/strategic-capital/,"Houston, Texas, United States",USA,,,Corporate VC,,
Welltech1,https://www.welltech1.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Wentworth Global Capital Partners,http://www.wentworthsecurities.com/,,,"2. Prototype,3. Early Revenue",,VC,,
WePlay Ventures,https://www.weplayventures.com/,"Kayisdagi St, Istanbul, Atasehir 34755, Turkey",Turkey,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in gaming startups at early stage. ,VC,$75000,$500000
Weru Investment,http://www.weruinvest.com/,,Japan,,,VC,,
West Capital Advisors,http://www.westcapadv.com,"Chicago, Illinois, United States",USA,,,Family office,,
West Lane Capital,http://www.westlanecap.com/,,,,,VC,,
West Loop Ventures,http://www.westloopventures.com/,,,,,VC,,
West Suburban Angels,http://www.westsuburbanangels.com/,,,,,Angel network,,
West Web Valley,https://west-web-valley.fr/,110 rue Charles Nungesser 29490 Guipavas,France,"2. Prototype,3. Early Revenue,4. Scaling",We invest in Western France in early stage companies with a digital focus in all economic sectors.,VC,$200000,$1000000
Westchester Angels,http://www.westchesterangels.com/,,,,,Angel network,,
Westcott,http://www.westcott.com,"Dallas, Texas, United States",USA,,,Family office,,
Western Digital Capital,https://www.westerndigital.com/,"Irvine, California, United States",USA,,,Corporate VC,,
Westlake Village Biopartners,http://westlakebio.com/,USA,USA,3. Early Revenue,,VC,,
WestWave Capital,https://www.westwavecapital.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Wharton Alumni Angels,http://whartonalumniangels.com/,,,,,Angel network,,
Whiteboard Venture Partners,https://www.whiteboard.vc/,,,"2. Prototype,3. Early Revenue",,VC,,
WI Harper Group,https://wiharper.com,"San Francisco, California, United States","China,Taiwan,USA","3. Early Revenue,4. Scaling",,VC,,
Widus Partners​,https://widuspartners.com/,,Hong Kong,,,VC,,
WIL World Innovation Lab,https://wilab.com/,"Palo Alto, California, United States",USA,,,Other,,
Wildcat VC,http://www.wildcat.vc/,,,,,VC,,
William and Flora Hewlett Foundation,http://www.hewlett.org/,"Menlo Park, California, United States",USA,,,Family office,,
WillowWorks,https://www.willowworksco.com/,USA,USA,"2. Prototype,3. Early Revenue",,VC,,
Wilmington Investor Network,http://www.wilmingtoninvestor.com/,,,,,Angel network,,
Windforce Ventures,http://windforceventures.com/,,USA,,,Other,,
Windham Venture Partners,https://windhamvp.com/,,,,,VC,,
WindSail Capital,http://windsailcapital.com/,,,,,VC,,
Wing Venture Capital,https://www.wing.vc/,480 Lytton Street Palo Alto CA 94301,"USA,Israel,Canada","2. Prototype,3. Early Revenue,4. Scaling",We invest in early-stage and stealth B2B companies focused on powering the modern enterprise—a digitally-native workplace built on data and powered by AI—often before revenue. ,VC,$50000,$10000000
Wingman Ventures,https://www.wingman.ch/,,UK,,,VC,,
Winklevoss Capital,http://winklevosscapital.com,"New York, New York, United States",USA,,,Family office,,
Winnebago Seed Fund,http://winnebagoseedfund.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Winnovation,http://site9175211.91.webydo.com/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Winton Ventures,https://www.winton.com/ventures,"London, England, United Kingdom",UK,,,Corporate VC,,
Wireframe Ventures,https://www.wireframevc.com/,USA,USA,3. Early Revenue,,VC,,
Wisc Partners,https://wiscpartners.com/,,,,,VC,,
Wisconsin Angel Network,http://www.wisconsinangelnetwork.com/,,,,,Angel network,,
Wix Capital,https://www.wix.com/wix-capital,"HaNamal 40, Tel Aviv-Yafo, Israel ","UK,USA,Israel","3. Early Revenue,4. Scaling","We invest in startups that share Wix’s technology, innovation and development mindset, and offer synergy with our own growth strategy. We invest in startups that offer significant industry opportunities to shape the future of the web and that offer the potential to become strategic partners of Wix.",Corporate VC,$250000,$8000000
WndrCo,https://www.wndrco.com/,,,,,Other,,
WOCstar Fund,https://www.wocstar.com,"New York, US",USA,"3. Early Revenue,4. Scaling","We invest in companies and technology that are redefining how we will Consume, Work & Learn, Build Wealth, & Create a Sustainable World.",VC,$200000,$2000000
Wolf Aaron Risk Capital,http://www.wolfaaronrc.com,"San Francisco, California, United States",USA,,,Family office,,
Women Nation Fund,https://womennationfund.livenation.com/,,,,,Other,,
Women's Capital Connection,http://www.womenscapitalconnection.com/,,,,,Angel network,,
Women's Startup Lab,https://womenstartuplab.com/,,,,,"Incubator, Accelerator",,
Women's Venture Capital Fund,https://www.womensvcfund.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Wonder Ventures,https://wondervc.com/,,,,,VC,,
Woodford Investment Management,https://woodfordfunds.com/,,UK,,,Other,,
Wooshin Venture Investment,http://www.wooshinvc.com/,,South Korea,,,Other,,
Worcester Investments,http://www.worcesterinvestments.com/,"Kansas City, Missouri, United States",USA,,,Family office,,
Work-Bench,http://work-bench.com,,,,,VC,,
Work.Fund,https://www.work.fund/,,"USA,UK,Australia",,,Other,,
Workday Ventures,https://ventures.workday.com/,"San Francisco, California, United States",USA,,,Corporate VC,,
Working Capital,https://workingcapitalfund.com/,,,,,Other,,
Working Capital forCommunity Needs,https://www.wccn.org/,,,,,Other,,
World Fund,https://www.worldfund.vc/,"Gerichtstraße 23 (Hof 4) 13347 Berlin, Deutschland","UK,Spain,France,Germany,Israel,Portugal,Sweden,Switzerland,Finland,Norway,Italy,Ireland,Poland,Latvia,Estonia,Romania,Greece","2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in climate tech with a focus on Europe & Israel.,VC,$200000,$10000000
WorldQuant Ventures,https://worldquantventures.com/,USA,USA,3. Early Revenue,,VC,,
Worldview Technology Partners,http://www.worldview.com/,"San Mateo, California, United States",USA,,,Other,,
WowMii Ventures & Accelerator,http://wowmii.com/,,,,,Angel network,,
WP Global Partners,http://www.wpglobalpartners.com,"Chicago, Illinois, United States",USA,,,Family office,,
WPP Ventures,http://www.wppventures.com,"London, England, United Kingdom",UK,,,Corporate VC,,
Wren Capital,https://www.wrencapital.co.uk/,UK,UK,3. Early Revenue,,VC,$50000,
WRVI Capital,https://wrvi.vc/,"San Francisco, California, United States",USA,,,Other,,
WTI Western Technology Investment,https://westerntech.com/,"Portola Valley, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,$250000,
Wunala Capital,http://wunalacapital.com.au/,,,"3. Early Revenue,4. Scaling",,VC,,
XAnge,https://www.xange.fr/,"27, rue Marbeuf, Paris, France","France,Germany,Belgium,Luxembourg,Switzerland,Austria","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in digital, deeptech & impact startups based in France or Germany in pre-seed, seed & serie A stages ",VC,$400000,$10000000
xElle Ventures,https://www.xelleventures.com/,,,,,Angel network,,
Xenia Venture Capital,http://www.xenia.co.il,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Xerys Gestion,https://xerys.com/,7 rue d’Aguesseau  75008 Paris,"France,Luxembourg","3. Early Revenue,4. Scaling",,VC,$10000000,
XFactor Ventures,https://www.xfactor.ventures/,"16 W 23rd St floor 5, New York, NY 10010","USA,UK,Canada,Mexico,Colombia","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in companies with female founders pursuing billion-dollar opportunities,VC,$150000,$150000
XFund,https://xfund.com/,USA,USA,2. Prototype,,VC,,
XG Ventures,http://www.xg-ventures.com/,,USA,,,Other,,
Xplorer Capital,https://xplorer.vc/,,,,,VC,,
XRC Labs,https://www.xrclabs.com/,"55 Water Street, Brooklyn, NY 11201","USA,UK,Canada,Israel","2. Prototype,3. Early Revenue,4. Scaling","We invest out of 3 funds from pre-seed to Series A in retail tech, supply chain, logistics, commerce enablement and innovative consumer goods.",VC,$100000,$2500000
XSeed Capital,http://www.xseedcap.com/,,,,,VC,,
XT Hi-Tech,https://xthitech.com/,,,"5. Growth,6. Pre-IPO",,VC,,
XTech Ventures,https://xtech-ventures.co.jp/,,Japan,,,VC,,
XX,https://www.xx.team/,,,,,"Incubator, Accelerator",,
Y Combinator,https://www.ycombinator.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Y Soft Ventures,http://www.ysoftventures.com,"Brno, Jihomoravsky kraj, Czech Republic",Czech Republic,,,Corporate VC,,
Yaletown Partners,https://yaletown.com/fr/,,Canada,,,Other,,
Yamato Holdings,http://www.yamato-hd.co.jp/english/index.html,,Japan,,,Corporate VC,,
Yara Ventures,https://yara.vc,"Unit 4a, Avonbeg Industrial Estate. Long Mile Road. Dublin 12. Ireland","Spain,USA,Israel","3. Early Revenue,4. Scaling","We invest in startups with tech focus, mainly DeepTech and FoodTech. Seed / early stage.",VC,$10000,$250000
Yellowdog,http://www.yellowdog.kr/,"4F, 21, Wangsimni-ro 6-gil, Seongdong-gu, Seoul, Korea  ","South Korea,USA,Singapore,Vietnam","3. Early Revenue,4. Scaling","We invest in startups, from Pre-series A to series B, which have innovative potentials in four key impact domains - (1) climate solutions, (2) wellness and healthcare solutions, (3) education solutions, and (4) workstyle solutions. ",VC,$500000,$5000000
Yendys Capital,https://www.yendys.com/,Australia,Australia,,,VC,$5000000,
Yeoman's Capital,https://www.yeomans.capital/,"Austin, Texas, United States",USA,,,Family office,,
Yet2Ventures,http://www.yet2ventures.com,"Wilmington, Delaware, United States",USA,,,Corporate VC,,
Yield Lab Europe,https://yieldlab.ie/,,UK,,,VC,,
YJ Capital,http://yj-capital.co.jp/en/,"Tokyo, Tokyo, Japan",Japan,,,Corporate VC,,
YL Ventures,https://www.ylventures.com,,UK,"2. Prototype,3. Early Revenue",,VC,,
Ymer Venture Capital Asia,http://www.ymerfund.com/,,Hong Kong,,,VC,,
Yonghua Capital,http://www.yonghuacapital.com.cn/en/about.aspx,China,China,"3. Early Revenue,4. Scaling",,VC,,
Yonjin Ventures,http://www.yjventure.com/index.html,USA,USA,"3. Early Revenue,4. Scaling",,VC,,
You & Mr Jones Brandtech Ventures,http://www.youandmrjones.com/,"New York, New York, United States",USA,,,Corporate VC,,
YouNick Mint,https://younickmint.com/,Poland,Poland,3. Early Revenue,,VC,,
YourNest VC,https://www.yournest.in/,India,India,,,VC,,
Ysios Capital,http://www.ysioscapital.com/about-us/,Spain,USA,"3. Early Revenue,4. Scaling",,VC,$1000000,
Yuan Capital​,https://binyuancapital.com/,,Hong Kong,,,VC,,
Yuuwa Capital,https://yuuwa.com.au/,Australia,Australia,,,VC,,
YYM Ventures,http://www.yemin-family.com,"Nashville, Tennessee, USA",Israel,"2. Prototype,3. Early Revenue",We invest in early-stage cybersecurity startups  ,Family office,$200000,$2000000
Z Corporation,https://z-corp.jp/,,Japan,,,Corporate VC,,
Zaffre Investments,http://www.zaffreinvestments.com,"Boston, Massachusetts, United States",USA,,,Corporate VC,,
Zaitoun Ventures,http://www.zaitounventures.com,,,"2. Prototype,3. Early Revenue",,VC,,
Zane Venture Fund,https://zane.vc,"2275 N Marietta Street NW, Suite 270-184, Atlanta, GA 30318",USA,3. Early Revenue,"We invest in diverse entrepreneurs and teams who are building tech-enabled solutions primarily here in the southeast, opportunistically across the US.",VC,$100000,$500000
Zeev Ventures,https://www.zeevventures.com/,,,,,VC,,
Zelkova Ventures,http://zelkovavc.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Zero2IPO,http://www.zero2ipo.com.cn/en/,,China,,,Other,,
Zeroth,http://www.zeroth.ai,,,"2. Prototype,3. Early Revenue",,VC,,
Zetta Venture Partners,https://www.zettavp.com/,USA,USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",,VC,$1000000,
